Start Date,1/1/2000,,,
End Date,12/31/2017,,,
,,,,
,SENSEX Index,EURINR Curncy,USDINR Curncy,CO1 Comdty
,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST
1/3/2000,5375.11,43.9851,43.53,25.08
1/4/2000,5491.01,44.7411,43.505,24.39
1/5/2000,5357,45.1089,43.49,23.73
1/6/2000,5421.53,45.0364,43.54,23.62
1/7/2000,5414.48,44.8422,43.55,23.09
1/10/2000,5518.39,44.5801,43.54,23.73
1/11/2000,5296.3,44.849,43.525,24.62
1/12/2000,5491.2,44.9892,43.545,24.23
1/13/2000,5444.82,44.8408,43.56,24.53
1/14/2000,5471.27,44.6549,43.53,25.17
1/17/2000,5404.07,44.0607,43.545,25.65
1/18/2000,5464.51,43.933,43.535,26.05
1/19/2000,5478.24,44.0055,43.565,25.84
1/20/2000,5355.8,43.9796,43.61,26.1
1/21/2000,5423.05,44.2015,43.572,26.35
1/24/2000,5458.06,43.8217,43.64,26.06
1/25/2000,5367.79,43.7419,43.62,26.54
1/26/2000,5367.79,43.7064,43.595,26.13
1/27/2000,5369.1,43.5981,43.585,25.62
1/28/2000,5335.8,42.9616,43.64,25.68
1/31/2000,5205.29,42.8248,43.635,25.97
2/1/2000,5215.54,42.2353,43.63,26.39
2/2/2000,5304.92,42.3554,43.62,25.93
2/3/2000,5340.19,42.433,43.63,26.66
2/4/2000,5313.59,43.0374,43.63,27.07
2/7/2000,5474,42.7727,43.64,26.88
2/8/2000,5610.56,43.0194,43.64,26.37
2/9/2000,5649.1,43.1858,43.625,26.92
2/10/2000,5789.04,43.195,43.655,27.48
2/11/2000,5933.56,42.9549,43.66,27.82
2/14/2000,5924.31,43.2081,43.62,27.13
2/15/2000,5803.19,42.759,43.63,27.13
2/16/2000,5725.5,42.7781,43.62,27.37
2/17/2000,5835.15,43.3426,43.585,26.67
2/18/2000,5721.65,43.0138,43.64,26.22
2/21/2000,5876.89,43.0302,43.625,25.93
2/22/2000,5883.33,43.5278,43.625,26.58
2/23/2000,5642.46,43.8249,43.63,27.06
2/24/2000,5810.17,43.4312,43.645,27.37
2/25/2000,5623.08,43.1097,43.6195,27.48
2/28/2000,5740.69,42.2256,43.64,27.41
2/29/2000,5446.98,42.5047,43.62,28.09
3/1/2000,5642.12,42.2591,43.63,29.06
3/2/2000,5528.31,42.2895,43.625,29.22
3/3/2000,5378.27,42.1196,43.605,28.99
3/6/2000,5520.69,42.091,43.6,29.63
3/7/2000,5589.85,41.8887,43.6,31.9
3/8/2000,5511.42,41.639,43.585,28.8
3/9/2000,5328.79,41.9813,43.605,29.29
3/10/2000,5301.78,42.1038,43.605,28.94
3/13/2000,5129.22,42.2397,43.565,28.89
3/14/2000,5175.71,41.9767,43.585,27.3
3/15/2000,5249.76,42.0746,43.58,26.47
3/16/2000,5102.41,42.2092,43.575,26.78
3/17/2000,5102.41,42.1583,43.56,26.56
3/20/2000,5102.41,42.3277,43.595,25.21
3/21/2000,5133.24,42.3314,43.6,25.72
3/22/2000,5201.87,41.8781,43.605,25.4
3/23/2000,5115.02,41.9705,43.585,25.48
3/24/2000,5141.42,42.3032,43.62,25.91
3/27/2000,5146.3,42.4807,43.615,25.68
3/28/2000,5156.12,42.1149,43.615,25.51
3/29/2000,5102.46,41.7026,43.615,24.4
3/30/2000,5041.08,41.7145,43.605,24.63
3/31/2000,5001.28,41.576,43.62,24.77
4/3/2000,5052.94,41.6131,43.63,24.51
4/4/2000,4691.46,41.627,43.645,23.65
4/5/2000,4757.06,42.1718,43.65,23.75
4/6/2000,4866.73,42.018,43.645,23.45
4/7/2000,5219.2,41.7487,43.65,22.58
4/10/2000,5442.86,41.7086,43.64,21.3
4/11/2000,5541.54,41.881,43.645,21.83
4/12/2000,5426.82,41.7317,43.645,23.12
4/13/2000,5172.13,41.7277,43.645,22.79
4/14/2000,5172.13,41.6421,43.662,22.41
4/17/2000,4880.71,41.8313,43.664,22.74
4/18/2000,4745.47,41.4696,43.661,23.05
4/19/2000,4665.81,41.3311,43.662,23.77
4/20/2000,4657.42,41.0205,43.6625,23.83
4/21/2000,4657.42,40.8745,43.642,23.83
4/24/2000,4511.05,41.026,43.6664,23.83
4/25/2000,4533.99,40.6771,43.65,23.33
4/26/2000,4792.95,40.1419,43.6771,22.98
4/27/2000,4679.63,40.2173,43.676,23.76
4/28/2000,4657.55,39.5832,43.67,23.89
5/1/2000,4657.55,39.8612,43.665,23.89
5/2/2000,4372.22,39.7213,43.6703,25.08
5/3/2000,4335.29,39.1213,43.665,25
5/4/2000,4553.92,38.9653,43.665,25.15
5/5/2000,4693.88,39.091,43.6425,25.29
5/8/2000,4463.4,39.0012,43.665,26.08
5/9/2000,4578.49,39.1215,43.695,26.82
5/10/2000,4458.4,40.1431,44.05,26.42
5/11/2000,4251.36,39.9397,43.9,27.45
5/12/2000,4107.14,39.7214,43.95,28.05
5/15/2000,4212.53,40.2547,43.99,27.89
5/16/2000,4230.13,39.8758,43.965,28.1
5/17/2000,4234.23,39.2917,43.99,27.89
5/18/2000,4192.44,39.2344,43.98,28.92
5/19/2000,4068.65,39.0339,43.98,28.59
5/22/2000,3920.18,39.5423,44.025,27.43
5/23/2000,3943.54,40.0831,44.03,27.5
5/24/2000,3933.65,40.1873,44.175,28.61
5/25/2000,3999.03,39.765,44.065,29.19
5/26/2000,4084.71,40.612,44.4,29.22
5/29/2000,4189.85,41.2291,44.5025,29.22
5/30/2000,4311.77,41.7485,44.58,28.96
5/31/2000,4433.61,41.4876,44.575,28.31
6/1/2000,4325.47,41.5883,44.58,29.19
6/2/2000,4453.47,41.738,44.64,29.05
6/5/2000,4531.53,42.1182,44.675,28.37
6/6/2000,4591.68,42.2597,44.675,28.59
6/7/2000,4604.84,42.7839,44.755,29.22
6/8/2000,4728.81,42.8581,44.76,29.07
6/9/2000,4729.63,42.7198,44.765,29.58
6/12/2000,4639.46,42.6706,44.81,31.21
6/13/2000,4615.13,42.8303,44.75,29.85
6/14/2000,4625.04,43.0461,44.705,29.5
6/15/2000,4653.22,42.577,44.7,29.39
6/16/2000,4764.67,42.805,44.7,28.35
6/19/2000,4837.24,43.0292,44.675,27.98
6/20/2000,4863.9,42.6001,44.64,29.02
6/21/2000,4731.57,42.2964,44.665,29.33
6/22/2000,4794.16,41.9249,44.66,30.15
6/23/2000,4721.7,41.8962,44.68,30.39
6/26/2000,4670.09,41.6185,44.645,29.75
6/27/2000,4686.91,42.0154,44.66,30.24
6/28/2000,4748.8,42.0451,44.66,30.11
6/29/2000,4792.74,42.4807,44.6725,30.8
6/30/2000,4748.77,42.7849,44.675,30.57
7/3/2000,4844.98,42.3848,44.67,31.1
7/4/2000,4887.06,42.3545,44.665,29.58
7/5/2000,4912.11,42.6819,44.695,29.38
7/6/2000,4885.6,42.8526,44.78,29.67
7/7/2000,4905.94,42.4161,44.72,29.7
7/10/2000,4867.43,42.497,44.645,28.85
7/11/2000,4898.07,42.611,44.675,29.22
7/12/2000,4964.28,42.4103,44.665,28.59
7/13/2000,4880.8,41.8305,44.705,29.17
7/14/2000,4856.82,41.7677,44.7,29.23
7/17/2000,4747.32,41.9763,44.705,28.56
7/18/2000,4734.8,41.8159,44.75,29.32
7/19/2000,4616.01,41.2585,44.775,28.88
7/20/2000,4575.67,41.3574,44.915,28.27
7/21/2000,4463.66,41.8323,44.75,27.52
7/24/2000,4188.34,41.7963,44.745,26.92
7/25/2000,4336.2,42.296,44.905,26.94
7/26/2000,4191.27,42.1387,44.855,26.83
7/27/2000,4281.13,42.1547,44.855,27.15
7/28/2000,4276.7,41.6463,44.87,27.36
7/31/2000,4279.86,41.6168,45.01,26.93
8/1/2000,4253.69,41.8138,45.155,27.14
8/2/2000,4260.88,41.4632,45.35,27.59
8/3/2000,4207.63,40.8877,45.33,28.31
8/4/2000,4186.16,41.0959,45.48,29.37
8/7/2000,4201.25,41.4095,45.59,28.52
8/8/2000,4317.22,41.3809,45.715,28.9
8/9/2000,4317.04,40.9072,45.6,29.87
8/10/2000,4253.23,41.3841,45.85,30.88
8/11/2000,4192,41.7925,45.8,30.57
8/14/2000,4232.51,41.285,45.74,29.41
8/15/2000,4232.51,41.7195,45.73,29.51
8/16/2000,4325.67,41.4728,45.72,29.74
8/17/2000,4294.18,41.8884,45.92,30.16
8/18/2000,4347.04,41.7971,45.765,30.44
8/21/2000,4409.57,41.1132,45.65,30.6
8/22/2000,4461.23,41.0298,45.685,29.93
8/23/2000,4444.79,40.8753,45.785,30.69
8/24/2000,4459.07,41.3418,45.93,30.35
8/25/2000,4416.86,41.3959,45.86,30.39
8/28/2000,4395.81,41.2203,45.785,30.39
8/29/2000,4401.82,41.2358,45.8,31.36
8/30/2000,4411.85,40.6595,45.8,31.98
8/31/2000,4477.31,40.9137,45.79,31.72
9/1/2000,4477.31,40.7129,45.765,31.85
9/4/2000,4602.43,41.1618,45.715,32.84
9/5/2000,4598.65,40.5312,45.725,32.98
9/6/2000,4606.35,40.2633,45.65,34.28
9/7/2000,4628.93,39.5816,45.645,34.55
9/8/2000,4668.27,39.8309,45.645,32.78
9/11/2000,4696.6,39.1822,45.605,33.62
9/12/2000,4763.63,39.3002,45.625,32.68
9/13/2000,4702.52,39.4467,45.625,32
9/14/2000,4671.92,39.6711,45.7,32.29
9/15/2000,4562.38,39.5272,45.8,33.98
9/18/2000,4366.41,39.3192,46,34.46
9/19/2000,4264.34,39.5358,46.4,33.63
9/20/2000,4325.25,39.1368,46.29,33.74
9/21/2000,4257.2,39.2831,45.85,32.73
9/22/2000,4032.37,40.1576,46.2,31.25
9/25/2000,4173.48,40.4202,46.005,30.24
9/26/2000,4089.58,40.4896,46.06,30.42
9/27/2000,4164.1,40.8056,46.05,30.54
9/28/2000,4067.38,40.8162,46.01,29.26
9/29/2000,4090.38,40.47,46.04,29.84
10/2/2000,4090.38,40.6349,46.025,31.08
10/3/2000,4135.55,40.3758,46.025,31.05
10/4/2000,4160.41,40.2826,46.045,30.52
10/5/2000,4116.25,40.2232,46.08,29.89
10/6/2000,4092.42,40.213,46.095,30.1
10/9/2000,4056.07,40.0709,46.0875,30.76
10/10/2000,3945.28,40.3193,46.175,31.85
10/11/2000,3836.51,40.3749,46.265,31.79
10/12/2000,3847.58,40.0637,46.265,34.59
10/13/2000,3738.93,40.0792,46.365,32.52
10/16/2000,3728.67,39.4059,46.34,30.88
10/17/2000,3664.79,39.3396,46.3,31.13
10/18/2000,3593.63,39.5541,46.3375,31.1
10/19/2000,3702.83,39.0629,46.325,30.74
10/20/2000,3692.75,39.2231,46.355,31.62
10/23/2000,3619.53,38.8838,46.375,32.09
10/24/2000,3651.99,38.8043,46.37,31.59
10/25/2000,3743.61,38.7708,46.625,31.36
10/26/2000,3757.16,38.6682,46.64,31.96
10/27/2000,3729.12,38.9422,46.725,30.95
10/30/2000,3689.43,39.5876,46.625,31.14
10/31/2000,3711.02,39.3232,46.73,30.76
11/1/2000,3788.53,39.9759,46.79,31.31
11/2/2000,3875.79,40.2805,46.725,30.78
11/3/2000,3935.7,40.6865,46.59,30.85
11/6/2000,3931.54,40.3729,46.6,31.29
11/7/2000,3954.83,40.198,46.665,31.68
11/8/2000,4028.71,40.0371,46.67,31.32
11/9/2000,4022.5,39.8967,46.725,32.16
11/10/2000,3941.13,40.3931,46.73,32.02
11/13/2000,3820.08,40.3309,46.78,31.65
11/14/2000,3943.54,40.1858,46.805,32.15
11/15/2000,3946.53,40.2212,46.75,33.17
11/16/2000,3901.9,40.2053,46.84,32.77
11/17/2000,3905.84,39.9395,46.7735,33.08
11/20/2000,3926.52,39.7052,46.775,33.07
11/21/2000,3924.7,39.7962,46.79,33.1
11/22/2000,3862.39,39.5037,46.82,33.24
11/23/2000,3852.4,39.5114,46.818,33.28
11/24/2000,3868.34,39.4917,46.83,33.12
11/27/2000,3969.2,39.3828,46.84,33.06
11/28/2000,4023.92,39.8983,46.8675,32.19
11/29/2000,3996.18,40.4258,46.875,32.68
11/30/2000,3997.99,40.6099,46.865,31.88
12/1/2000,4031.96,41.0356,46.86,30.17
12/4/2000,4036.49,41.6651,46.8235,29.34
12/5/2000,4071.98,41.2643,46.695,27.79
12/6/2000,4108.43,41.3034,46.76,28.01
12/7/2000,4124.91,41.9175,46.755,27.47
12/8/2000,4156.08,41.5091,46.765,26.56
12/11/2000,4228.29,41.2564,46.765,27.54
12/12/2000,4219.48,41.263,46.765,27.37
12/13/2000,4284.98,40.9546,46.765,25.93
12/14/2000,4270.45,41.3661,46.76,25.53
12/15/2000,4137.16,41.9342,46.77,25.89
12/18/2000,4169.39,41.9093,46.74,26.24
12/19/2000,4152.94,41.5559,46.685,25
12/20/2000,4086.41,41.8761,46.71,22.97
12/21/2000,4034.23,42.6747,46.69,23.61
12/22/2000,3905.9,43.0764,46.665,23.66
12/25/2000,3905.9,43.2756,46.6835,23.66
12/26/2000,3826.82,43.3844,46.645,23.66
12/27/2000,3877.55,43.542,46.73,24.04
12/28/2000,3932.78,43.2953,46.695,23.71
12/29/2000,3972.12,43.4123,46.675,23.87
1/1/2001,3955.08,43.9631,46.665,23.87
1/2/2001,4018.88,44.1501,46.7,24.3
1/3/2001,4060.02,44.6828,46.705,25.03
1/4/2001,4115.37,44.3796,46.725,25.35
1/5/2001,4183.73,44.5054,46.715,25.18
1/8/2001,4120.43,44.4115,46.68,24.43
1/9/2001,4125.31,43.8881,46.625,24.59
1/10/2001,4047.64,43.8485,46.62,25.34
1/11/2001,4027.13,44.2193,46.645,25.61
1/12/2001,4036.58,44.1714,46.55,25.75
1/15/2001,4046.76,43.9801,46.55,26.06
1/16/2001,4070.73,43.7658,46.495,25.52
1/17/2001,4083.41,43.5816,46.435,24.79
1/18/2001,4113.21,43.7321,46.405,25.62
1/19/2001,4194.46,43.3723,46.375,27.04
1/22/2001,4267.11,43.1705,46.365,26.53
1/23/2001,4296.69,43.7219,46.345,26.67
1/24/2001,4326.42,43.247,46.375,26.26
1/25/2001,4330.22,42.7709,46.48,26.46
1/26/2001,4330.22,43.1381,46.475,26.98
1/29/2001,4234.57,42.8404,46.495,26.6
1/30/2001,4372.04,42.581,46.425,26.89
1/31/2001,4326.72,43.1973,46.4,26.66
2/1/2001,4286.11,43.7134,46.4,28.1
2/2/2001,4352.26,43.6625,46.41,29.19
2/5/2001,4370.47,43.6114,46.4,28.45
2/6/2001,4375.29,43.3445,46.38,28.7
2/7/2001,4312.93,43.1683,46.425,29.91
2/8/2001,4381.19,43.0174,46.41,29.84
2/9/2001,4397.33,42.9384,46.475,29.25
2/12/2001,4406.3,43.1648,46.4788,27.65
2/13/2001,4363.05,43.2589,46.555,27.84
2/14/2001,4363.11,42.8905,46.635,27.28
2/15/2001,4437.99,42.5275,46.555,26.64
2/16/2001,4330.32,42.5984,46.535,26.89
2/19/2001,4350.65,42.8633,46.541,27.31
2/20/2001,4359.22,42.3605,46.615,26.62
2/21/2001,4302.23,42.6441,46.615,26.37
2/22/2001,4262.55,42.26,46.565,26.46
2/23/2001,4122.16,42.2129,46.605,26.52
2/26/2001,4112.69,42.4219,46.635,26.11
2/27/2001,4069.68,42.6722,46.66,26.02
2/28/2001,4247.04,42.8589,46.55,25.57
3/1/2001,4271.65,43.1239,46.555,25.85
3/2/2001,4095.16,43.5568,46.55,26
3/5/2001,3998.12,43.3078,46.52,26.71
3/6/2001,3998.12,43.1235,46.515,26.48
3/7/2001,4046.89,43.4764,46.535,27.23
3/8/2001,4056.94,43.4102,46.525,26.68
3/9/2001,3881.96,43.5195,46.54,26.33
3/12/2001,3767.89,43.2589,46.565,25.9
3/13/2001,3540.65,43.002,46.655,25.82
3/14/2001,3725.03,42.7731,46.655,24.84
3/15/2001,3819.86,42.4436,46.64,25.01
3/16/2001,3745.74,41.7378,46.705,25.05
3/19/2001,3722.49,42.0855,46.695,24.81
3/20/2001,3672.4,42.1972,46.705,24.62
3/21/2001,3791.07,41.9025,46.685,25
3/22/2001,3713.97,41.5457,46.7,24.63
3/23/2001,3635.28,41.7932,46.695,25.38
3/26/2001,3636.32,41.6305,46.65,25.4
3/27/2001,3694.82,41.7292,46.62,25.89
3/28/2001,3788.21,41.3426,46.615,25.27
3/29/2001,3751.56,41.3282,46.63,24.5
3/30/2001,3604.38,41.1019,46.615,24.74
4/2/2001,3566.26,40.9502,46.635,24.11
4/3/2001,3605.01,41.1952,46.625,24.77
4/4/2001,3565.65,41.8491,46.595,25.32
4/5/2001,3565.65,41.8129,46.57,25.32
4/6/2001,3576,41.7591,46.555,25.17
4/9/2001,3544.08,41.9612,46.555,25.83
4/10/2001,3458.39,41.6624,46.555,27.12
4/11/2001,3325.46,41.5256,46.695,26.96
4/12/2001,3183.77,41.526,46.835,27.37
4/13/2001,3183.77,41.7364,46.845,27.37
4/16/2001,3251.62,41.7279,47.02,27.37
4/17/2001,3312.29,41.1935,46.855,27.63
4/18/2001,3438.75,41.2014,46.855,27.29
4/19/2001,3574.08,41.4013,46.85,26.83
4/20/2001,3583.04,42.1522,46.825,26.39
4/23/2001,3587.01,42.008,46.815,26.55
4/24/2001,3589.99,41.9662,46.815,26.32
4/25/2001,3600.83,41.8931,46.845,26.82
4/26/2001,3557.19,42.0247,46.85,27.6
4/27/2001,3422.76,42.2915,46.85,27.79
4/30/2001,3519.16,41.5584,46.83,27.89
5/1/2001,3519.16,41.5135,46.82,28.33
5/2/2001,3538.42,41.6974,46.825,27.59
5/3/2001,3494.48,41.6553,46.825,28.07
5/4/2001,3514.59,41.7494,46.825,28.19
5/7/2001,3544.81,41.7735,46.825,28.19
5/8/2001,3580.37,41.5469,46.825,27.9
5/9/2001,3586.58,41.3061,46.825,28.15
5/10/2001,3568.27,41.5439,46.855,28.48
5/11/2001,3559.77,41.1103,46.885,28.19
5/14/2001,3568.93,41.0894,46.975,28.36
5/15/2001,3576.96,41.2263,47.005,28.47
5/16/2001,3592.06,41.4196,46.975,28.43
5/17/2001,3669.76,41.4451,46.955,28.46
5/18/2001,3655.03,41.172,46.935,29.39
5/21/2001,3640.1,41.0941,46.975,29.42
5/22/2001,3640.6,40.9457,47.015,29.36
5/23/2001,3674.54,40.3272,46.975,29.24
5/24/2001,3683.2,40.3957,46.975,28.53
5/25/2001,3659.81,40.2563,46.975,28.48
5/28/2001,3720.15,40.3374,46.98,28.48
5/29/2001,3742.07,40.1858,46.96,29.17
5/30/2001,3662.04,40.1743,46.965,29.14
5/31/2001,3631.91,39.8743,47,29.34
6/1/2001,3557.64,39.8393,47.015,29.07
6/4/2001,3498.38,40.1179,47.015,29.26
6/5/2001,3460.04,39.6751,47,29.68
6/6/2001,3457.31,40.0795,46.975,28.96
6/7/2001,3457.24,39.7841,46.97,28.5
6/8/2001,3495.84,39.8106,46.98,29.44
6/11/2001,3509.32,39.8804,47,29.57
6/12/2001,3498.39,39.8511,47.03,28.34
6/13/2001,3501.61,40.2072,47.04,28.07
6/14/2001,3453.77,40.0854,46.975,28.32
6/15/2001,3372.94,40.7114,47,28.12
6/18/2001,3353.11,40.3323,46.97,27.01
6/19/2001,3410.95,40.2396,46.95,26.98
6/20/2001,3406.05,40.0189,46.96,26.09
6/21/2001,3405.64,40.2059,46.965,26.3
6/22/2001,3381.76,40.0376,47,26.59
6/25/2001,3318.67,40.4897,47.01,27.07
6/26/2001,3407.32,40.4994,47.02,26.99
6/27/2001,3411.64,40.539,46.99,25.66
6/28/2001,3404.86,40.0713,47.01,25.4
6/29/2001,3456.78,39.9062,47.04,26.08
7/2/2001,3426.03,39.9276,47.13,25.64
7/3/2001,3312.29,39.896,47.135,25.36
7/4/2001,3311.88,39.7938,47.11,25.8
7/5/2001,3317.63,39.6588,47.125,25.84
7/6/2001,3305.78,39.5536,47.135,26.81
7/9/2001,3290.81,39.8606,47.14,26.15
7/10/2001,3328.27,40.2618,47.14,25.93
7/11/2001,3376.21,40.591,47.155,25.52
7/12/2001,3452.75,40.2505,47.155,25.14
7/13/2001,3453.99,40.3312,47.165,24.97
7/16/2001,3434.83,40.3891,47.145,25.17
7/17/2001,3431.93,40.1189,47.125,24.89
7/18/2001,3383.41,40.6987,47.155,24.22
7/19/2001,3370.93,41.2043,47.125,24.05
7/20/2001,3340.75,41.2438,47.13,24.64
7/23/2001,3330.98,40.9469,47.13,24.92
7/24/2001,3335.08,41.0626,47.135,24.9
7/25/2001,3301.97,41.245,47.135,25.25
7/26/2001,3259.03,41.4257,47.155,25.14
7/27/2001,3251.53,41.3171,47.135,25.19
7/30/2001,3285.89,41.2377,47.145,24.96
7/31/2001,3329.28,41.295,47.135,24.69
8/1/2001,3284.17,41.4956,47.115,24.96
8/2/2001,3298.78,41.5234,47.105,26.13
8/3/2001,3325.38,41.4914,47.115,25.69
8/6/2001,3329.95,41.4839,47.105,25.83
8/7/2001,3319.67,41.2855,47.115,26.08
8/8/2001,3302.32,41.2187,47.125,25.7
8/9/2001,3319.61,41.748,47.135,25.68
8/10/2001,3316.21,42.1064,47.12,25.98
8/13/2001,3287.62,42.3504,47.125,25.88
8/14/2001,3331.89,42.2265,47.115,26.19
8/15/2001,3331.89,42.8979,47.125,25.74
8/16/2001,3337.91,43.1643,47.125,25.63
8/17/2001,3296.71,43.1206,47.125,24.73
8/20/2001,3278.92,43.0887,47.125,25.05
8/21/2001,3297.43,43.0215,47.13,25.49
8/22/2001,3297.43,43.4494,47.13,25.34
8/23/2001,3308.79,42.905,47.125,25.6
8/24/2001,3305.51,42.9333,47.125,25.95
8/27/2001,3318.32,42.9068,47.135,25.95
8/28/2001,3313.07,42.604,47.145,26.47
8/29/2001,3300.62,42.9736,47.125,26.53
8/30/2001,3286.87,42.8327,47.135,26.09
8/31/2001,3244.95,43.2321,47.135,26.41
9/3/2001,3227.12,42.7631,47.15,26.54
9/4/2001,3231.6,42.3267,47.135,26.26
9/5/2001,3228.6,41.9056,47.15,26.32
9/6/2001,3202.55,41.864,47.185,26.96
9/7/2001,3198.4,42.335,47.265,27.69
9/10/2001,3183.63,42.866,47.355,27.45
9/11/2001,3150.4,42.5168,47.41,28.87
9/12/2001,3032.71,42.9976,47.435,28.23
9/13/2001,2987.5,43.0943,47.56,28.37
9/14/2001,2830.12,43.8888,47.815,29.43
9/17/2001,2680.98,44.4533,47.85,28.38
9/18/2001,2782.47,44.4055,48.05,27.27
9/19/2001,2804.16,44.5243,48.005,26.32
9/20/2001,2761.66,44.3764,47.985,25.92
9/21/2001,2600.12,44.1642,48.015,25.44
9/24/2001,2651.78,43.8333,47.9,22.02
9/25/2001,2617.35,43.9018,47.875,22.38
9/26/2001,2667.34,44.1533,47.875,23
9/27/2001,2715.5,44.0661,47.855,22.79
9/28/2001,2811.6,43.8874,47.86,23.26
10/1/2001,2795.3,43.7335,47.985,22.89
10/2/2001,2795.3,43.9017,47.975,22.05
10/3/2001,2754.95,44.0914,47.915,21.52
10/4/2001,2788.97,43.8864,48.005,22.15
10/5/2001,2812.9,44.0492,48.005,21.63
10/8/2001,2765.37,44.3374,48.13,21.57
10/9/2001,2794.42,44.3424,48.125,21.88
10/10/2001,2896.6,43.8026,48.04,22.01
10/11/2001,2943.69,43.5242,48.045,22.46
10/12/2001,2959.39,43.3858,48.03,21.73
10/15/2001,2976.3,43.7725,48.03,21.72
10/16/2001,2992.46,43.3926,47.985,21.36
10/17/2001,3043.85,43.3728,48.005,20.99
10/18/2001,2981.33,43.3039,48.045,20.62
10/19/2001,3016.84,43.2411,48.04,21.35
10/22/2001,3001.86,43.0989,48.005,21.05
10/23/2001,3061.91,42.6011,47.995,20.94
10/24/2001,3040.16,42.876,48.045,21.26
10/25/2001,3022.16,42.7721,48.035,21.01
10/26/2001,3022.16,42.8455,48.005,21.02
10/29/2001,3009.33,43.101,47.97,21.1
10/30/2001,2957.45,43.451,47.98,20.91
10/31/2001,2989.35,43.4312,48.005,20.37
11/1/2001,3049.8,43.5337,48,19.62
11/2/2001,3052.6,43.436,47.99,19.77
11/5/2001,3037.01,43.0173,47.975,19.44
11/6/2001,3068.89,43.0824,47.975,19.07
11/7/2001,3013.94,43.3333,47.98,19.33
11/8/2001,3059.97,43.0429,48.015,20.28
11/9/2001,3079.67,42.7588,48,21.38
11/12/2001,3094.14,42.8266,47.99,20.39
11/13/2001,3077.19,42.6004,48.06,20.99
11/14/2001,3113.04,42.246,48.06,19.17
11/15/2001,3180.23,42.3357,47.975,17.33
11/16/2001,3180.23,42.3819,47.97,17.75
11/19/2001,3263.22,42.206,47.945,18.01
11/20/2001,3231.66,42.3745,47.975,18.75
11/21/2001,3244.09,42.166,47.97,18.73
11/22/2001,3258.13,42.1601,48.025,19.9
11/23/2001,3252.2,42.2604,48.015,19.28
11/26/2001,3322.77,42.2994,47.975,18.36
11/27/2001,3287.57,42.1708,47.97,19.02
11/28/2001,3294.12,42.3804,48.005,18.69
11/29/2001,3287.56,42.632,47.975,18.41
11/30/2001,3287.56,42.5533,47.925,19.14
12/3/2001,3275.47,42.8175,47.955,19.71
12/4/2001,3320.28,42.6639,47.96,19.29
12/5/2001,3409.64,42.7568,47.93,19.22
12/6/2001,3431.57,42.4843,47.85,18.39
12/7/2001,3436.37,42.6883,47.81,19.03
12/10/2001,3442.89,42.5069,47.835,18.17
12/11/2001,3419.13,42.6385,47.8,17.91
12/12/2001,3412.15,42.7635,47.825,18.44
12/13/2001,3388.59,42.9662,47.855,18.17
12/14/2001,3353.6,43.0946,47.855,19.15
12/17/2001,3353.6,43.3971,47.825,19.06
12/18/2001,3335.88,43.1488,47.825,19.18
12/19/2001,3262.67,42.8283,47.775,19.47
12/20/2001,3271.64,42.8932,47.795,19.13
12/21/2001,3235.49,42.8692,47.82,19.36
12/24/2001,3232.97,42.4955,47.915,19.34
12/25/2001,3232.97,42.0565,47.835,19.34
12/26/2001,3175.86,42.2844,47.95,19.34
12/27/2001,3131.78,42.5466,48.15,20.34
12/28/2001,3184.44,42.5886,48.265,20.3
12/31/2001,3262.33,42.699,48.245,19.9
1/1/2002,3246.15,42.7865,48.27,19.9
1/2/2002,3269.16,43.4514,48.255,21
1/3/2002,3308.02,43.6177,48.265,20.66
1/4/2002,3375.74,43.2306,48.265,22.18
1/7/2002,3401.8,43.111,48.265,22.03
1/8/2002,3437.78,42.9815,48.275,22.02
1/9/2002,3400.89,43.1033,48.315,20.89
1/10/2002,3381.96,43.1929,48.365,21.29
1/11/2002,3362.88,43.2007,48.415,20.86
1/14/2002,3407.84,43.1252,48.35,18.93
1/15/2002,3352.52,43.0843,48.285,18.98
1/16/2002,3348.8,42.5421,48.295,19.03
1/17/2002,3401.15,42.5282,48.305,18.41
1/18/2002,3377.05,42.5227,48.245,18.45
1/21/2002,3382.29,42.6834,48.245,18.57
1/22/2002,3368.28,42.6703,48.275,18.75
1/23/2002,3373.07,42.7817,48.275,19.19
1/24/2002,3357.79,42.403,48.345,19.13
1/25/2002,3332.3,42.0157,48.355,19.37
1/28/2002,3317.64,41.7836,48.355,19.65
1/29/2002,3313.28,41.6966,48.435,19.24
1/30/2002,3298.79,41.9693,48.525,18.79
1/31/2002,3311.03,41.8933,48.52,19.18
2/1/2002,3333.92,41.7719,48.525,19.98
2/4/2002,3317.01,41.9796,48.585,19.81
2/5/2002,3311.73,42.3406,48.63,19.56
2/6/2002,3427.39,42.2413,48.69,19.31
2/7/2002,3436.94,42.1948,48.695,19.21
2/8/2002,3493.92,42.5173,48.705,19.72
2/11/2002,3515.45,42.7219,48.73,21.28
2/12/2002,3497.68,42.6597,48.675,20.6
2/13/2002,3519.87,42.6193,48.685,20.92
2/14/2002,3557.06,42.4187,48.695,20.82
2/15/2002,3602.02,42.3867,48.675,20.87
2/18/2002,3633.93,42.451,48.6,20.33
2/19/2002,3597.61,42.2433,48.655,20.52
2/20/2002,3558.21,42.5673,48.615,19.86
