Start Date,1/1/2000,,,,,,,,,,,,,,,,,,
End Date,12/1/2017,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,SENSEX Index,BSEAUTO Index,BANKEX Index,BSETCG Index,BSETCD Index,SPBSCGIP Index,SPBSHLIP Index,SPBSITIP Index,BSEMETL Index,BSEOIL Index,BSEREAL Index,BSEPOWR Index,SPBSCDIP Index,SPBSBMIP Index,SPBSENIP Index,SPBSFIIP Index,SPBSIDIP Index,SPBSTLIP Index,SPBSUTIP Index
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
5/29/2013,20147.64,11114.53,14678.93,9626.49,7807.94,6695.9,8831.95,6085.18,8763.56,8962,1786.45,1776.38,1635.936,1450.541,2333.086,2860.948,1801.705,1146.613,1427.425
5/30/2013,20215.4,11369.08,14620.76,9572.7,7795.12,6812.44,8798.21,6076.58,8666.08,8895.69,1743.8,1788.99,1648.379,1439.137,2317.324,2859.324,1807.446,1146.25,1432.803
5/31/2013,19760.3,11166.34,14261.24,9407.38,7695,6704.38,8718.61,6124.88,8503.01,8654.79,1684.92,1755.12,1613.804,1410.264,2258.553,2781.257,1779.278,1098.914,1402.061
6/3/2013,19610.48,11072.26,14182.67,9314.65,7619.08,6666.63,8688.36,6181.39,8535.18,8495.73,1690.52,1737.16,1600.985,1410.691,2218.28,2763.084,1773.242,1108.408,1394.73
6/4/2013,19545.78,11021.39,14048.54,9386.77,7516.86,6695.97,8843.03,6157.14,8500.63,8476.61,1676.01,1744.75,1599.568,1405.836,2212.099,2740.451,1768.539,1117.749,1403.648
6/5/2013,19568.22,11047.83,14059.22,9416.14,7483.15,6669.33,8862.51,6113.74,8534.84,8626.47,1698.61,1746.72,1600.476,1406.502,2247.836,2735.929,1773.738,1121.801,1409.021
6/6/2013,19519.49,11045.15,14176.01,9442.28,7454.81,6656.3,8766.6,6103.44,8500.04,8564.67,1706.68,1736.48,1600.075,1409.953,2233.292,2751.91,1773.56,1104.299,1398.951
6/7/2013,19429.23,10891.55,13985.75,9350.06,7384.02,6632.26,8763.46,6198.83,8400.1,8488.41,1683.45,1713.51,1584.942,1394.799,2212.983,2724.951,1754.765,1078.392,1379.592
6/10/2013,19441.07,10827.54,13828.43,9271.2,7230.54,6642.26,8676.09,6258.33,8319.37,8497.59,1657.82,1699.42,1576.474,1389.971,2215.943,2707.214,1732.402,1061.913,1372.002
6/11/2013,19143,10691.74,13518.27,9215.79,6770.66,6600.27,8614.2,6212.89,7976.08,8372.4,1596.8,1664.23,1545.771,1353.145,2178.75,2646.974,1711.222,1041.118,1345.059
6/12/2013,19041.13,10632.38,13519.3,9183.32,6271.83,6539.39,8646.43,6125.67,7836.83,8410.05,1594.27,1649.41,1527.777,1338.539,2183.607,2637.599,1704.288,1046.199,1335.929
6/13/2013,18827.16,10385.15,13358.89,9099.46,6368.88,6457.39,8496.86,6024.86,7746.71,8352.43,1557.61,1619.48,1500.401,1323.998,2170.29,2604.443,1680.328,1067.965,1311.288
6/14/2013,19177.93,10697.47,13624.93,9315.4,6592.76,6514.67,8583.3,6051.35,7940.23,8545.19,1602.17,1652.86,1529.665,1352.138,2216.539,2658.855,1722.318,1076.059,1341.93
6/17/2013,19325.87,10901.11,13684.13,9422.81,6659.68,6542.51,8628.54,6099.18,7929.71,8600.27,1602.58,1660.3,1550.583,1357.045,2232.009,2675.162,1735.315,1104.071,1336.08
6/18/2013,19223.28,10875.73,13520.27,9342.09,6587.25,6527.19,8632.15,6133.24,7989.04,8550.92,1600.24,1649.71,1551.684,1359.461,2221.518,2649.584,1726.587,1111.337,1328.256
6/19/2013,19245.7,10802.43,13555.18,9338.62,6716.62,6527.13,8618.57,6122.03,8091.49,8598.91,1609.45,1639.96,1556.91,1372.326,2230.767,2662.972,1722.203,1145.096,1323.64
6/20/2013,18719.29,10611.5,13015.29,9063.84,6551.43,6402.42,8554.69,5995.36,7716.5,8335.87,1526.08,1586.02,1526.177,1326.905,2163.353,2562.775,1681.689,1107.688,1285.833
6/21/2013,18774.24,10647.87,12967.26,9034.84,6524.58,6374.93,8529.4,6077.73,7604.88,8349.92,1510.54,1590.38,1524.443,1309.697,2169.653,2548.105,1674.606,1105.814,1289.635
6/24/2013,18540.89,10483.02,12775.43,8772.03,6304.19,6243.68,8448.44,6011.48,7510,8222.62,1438.21,1558.49,1491.302,1285.316,2137.453,2512.589,1630.659,1069.726,1267.656
6/25/2013,18629.15,10536.52,12790.72,8831.28,6260.63,6251.45,8401.78,5982.71,7470.75,8348.56,1444.81,1539.91,1494.938,1284.777,2166.337,2512.203,1631.053,1109.83,1251.62
6/26/2013,18552.12,10347.65,12659.01,8761.58,6190.36,6297.77,8307.82,6075.2,7372.83,8342.37,1440.59,1554.3,1486.964,1273.267,2157.407,2488.22,1612.223,1057.075,1269.105
6/27/2013,18875.95,10392.42,12849.04,8758.19,6123.79,6312.01,8500.86,6257.88,7405.51,8610.65,1466.46,1557.84,1499.69,1289.963,2223.194,2524.997,1610.436,1067.649,1273.118
6/28/2013,19395.81,10715.77,13257.76,9111.38,6134.72,6351.68,8692.41,6305.12,7753.76,8900.41,1511.02,1622.55,1529.218,1328.608,2300.875,2607.515,1667.388,1099.344,1321.014
7/1/2013,19577.39,10914.67,13382.58,9363.55,6208.94,6470.93,8796.4,6214.35,7906.25,9039.27,1590.56,1667.53,1560.966,1353.868,2333.69,2639.311,1710.505,1135.092,1358.68
7/2/2013,19463.82,10831.6,13278.44,9307.4,6256.79,6476,8837.46,6176.39,7867.55,8948.34,1562.2,1660.15,1552.983,1349.505,2305.804,2619.687,1701.459,1147.43,1352.926
7/3/2013,19177.76,10744.55,12969.26,9078.13,6079.31,6480.55,8847.67,6135.73,7623.05,8712.03,1487.77,1615.77,1532.773,1317.62,2246.002,2553.516,1664.85,1124.89,1320.61
7/4/2013,19410.84,10816.07,13006.94,9077.9,6154.18,6646.95,8896.94,6293.6,7600.63,8785.42,1510.92,1619.62,1537.616,1317.338,2263.153,2558.576,1674.826,1146.542,1332.252
7/5/2013,19495.82,10818.24,13038.14,9122.82,6159.64,6698.49,8912.73,6276.71,7647.58,8915.96,1513.22,1620.48,1536.899,1326.104,2297.318,2566.213,1686.195,1129.157,1326.278
7/8/2013,19324.77,10655.27,12899.57,9134.61,6158.1,6739.44,8913.66,6295,7543.14,8743.11,1486.08,1614.38,1528.47,1319.081,2253.286,2530.798,1673.539,1140.394,1311.273
7/9/2013,19439.48,10685.64,13062.45,9268.95,6276.96,6743.7,9034.55,6330.73,7577.97,8746.69,1510.63,1644.48,1538.628,1327.573,2256.161,2561.576,1691.794,1134.391,1333.121
7/10/2013,19294.12,10525.88,12981.26,9177.9,6399.21,6701.5,9050.71,6372.71,7509.24,8587.73,1490.75,1628.33,1527.096,1322.704,2215.71,2548.081,1675.251,1126.849,1321.955
7/11/2013,19676.06,10583.89,13302.84,9346.53,6358.49,6792.03,9114.57,6457.81,7734.18,8742.28,1527.11,1652.91,1538.223,1347.976,2257.657,2605.094,1697.959,1153.635,1342.286
7/12/2013,19958.47,10571.6,13376.26,9528.7,6297.68,6771.87,9206.36,6846.75,7747.18,8799.68,1518.25,1664.67,1528.825,1346.175,2271.983,2614.569,1718.865,1173.516,1349.413
7/15/2013,20034.48,10634.89,13472.45,9613.67,6323.06,6855.88,9248.13,6846.95,7782.89,8863.18,1547.66,1651.74,1544.27,1355.53,2283.804,2632.085,1726.889,1212.415,1341.723
7/16/2013,19851.23,10569.4,12821.09,9399.05,6251.71,6970.2,9201.9,6830.61,7635.16,8928.52,1457.29,1651.23,1525.795,1339.205,2300.138,2513.913,1702.344,1232.648,1341.677
7/17/2013,19948.73,10487.97,12524,9370.04,6320.17,7196.65,9188.84,6893.57,7496.11,8982.99,1446.91,1660.47,1527.449,1331.865,2312.446,2470.788,1691.112,1206.631,1350.357
7/18/2013,20128.41,10512.67,12779.17,9509.57,6428.81,7246.42,9259.97,6917.3,7537.41,9100.34,1483.57,1674.77,1542.276,1338.914,2341.454,2510.458,1707.885,1226.588,1357.962
7/19/2013,20149.85,10686.71,12543.48,9320.45,6352.41,7232.93,9168.4,7097.82,7478.28,9161.16,1456.36,1643.48,1544.844,1328.757,2356.102,2464.887,1698.417,1241.31,1353.274
7/22/2013,20159.12,10800.42,12666.25,8801.26,6326.81,7225.37,9139.9,7138.49,7459.21,9010.16,1448.57,1628.59,1550.635,1316.781,2321.427,2496.391,1656.848,1249.855,1350.153
7/23/2013,20302.13,10837.66,12829.72,8829.83,6570.53,7327.94,9158.48,7169.11,7518.13,9059.44,1469.19,1637.21,1554.758,1317.092,2332.852,2521.711,1661.255,1226.869,1355.239
7/24/2013,20090.68,10698.38,12237.89,8566.81,6364.7,7297.22,9127.17,7230.82,7360.63,9016.73,1449.89,1610.32,1534.75,1294.681,2321.635,2415.83,1624.671,1251.454,1336.252
7/25/2013,19804.76,10713.65,12124.18,8452.23,6308.26,7064.29,8976.92,7223.25,7233.24,8894.94,1444.74,1590.22,1536.605,1262.384,2288.779,2392.781,1608.413,1258.392,1322.637
7/26/2013,19748.19,10649.82,11950.47,8373.66,6317.35,7075.69,8983.8,7207.79,6978.82,8864.52,1421.75,1584.71,1533.103,1245.883,2278.735,2365.884,1584.468,1262.029,1312.327
7/29/2013,19593.28,10688.66,11806.82,8309,6250.4,6898.36,8957.11,7245.41,6852.92,8761.33,1398.27,1573.61,1524.614,1227.189,2247.701,2338.786,1575.271,1242.639,1302.473
7/30/2013,19348.34,10468.54,11656,8241.13,6188.15,6764.27,8855.48,7296.64,6721.75,8420.56,1348,1520.95,1499.399,1203.496,2165.861,2315.417,1546.778,1201.413,1258.782
7/31/2013,19345.7,10568.8,11440.96,8227.04,6262.38,6618.23,8879.02,7375.64,6882.46,8578.6,1316.95,1495.56,1500.134,1206.775,2209.455,2279.695,1546.794,1289.682,1226.612
8/1/2013,19317.19,10409.09,11578.72,8138.13,6176.96,6596.71,8853.41,7363.78,6756.11,8355.88,1264.51,1474.05,1472.977,1191.781,2145.879,2296.592,1530.545,1273.811,1222.053
8/2/2013,19164.02,10343,11421.35,8012.35,6509.48,6505.5,8792.82,7440.13,6509.56,8362.24,1213.77,1418.43,1464.779,1174.783,2139.853,2268.076,1509.7,1252.245,1177.184
8/5/2013,19182.26,10296.63,11531.65,7725.33,6462.6,6540.14,8761.96,7503.69,6683.62,8359.41,1216.61,1403.97,1463.078,1191.596,2142.945,2284.662,1480.7,1224.823,1195.684
8/6/2013,18733.04,10225.15,11082.14,7527.43,6103.9,6406.79,8664.65,7478.63,6467.02,8137.97,1162.47,1358.95,1417.398,1155.902,2086.244,2188.201,1458.187,1195.305,1163.208
8/7/2013,18664.88,10076.06,11138.81,7491.29,6167.24,6317.74,8635.22,7369.34,6681.25,8362.26,1221.04,1397.28,1412.297,1171.215,2145.526,2189.227,1453.522,1203.499,1191.967
8/8/2013,18789.34,10215.33,11204.07,7522.76,6197.53,6353.36,8619.99,7403.22,6855.54,8344.69,1249.78,1417.17,1438.014,1195.154,2145.514,2209.552,1467.335,1235.438,1208.979
8/9/2013,18789.34,10215.33,11204.07,7522.76,6197.53,6353.36,8619.99,7403.22,6855.54,8344.69,1249.78,1417.17,1438.014,1195.154,2145.514,2209.552,1467.335,1235.438,1208.979
8/12/2013,18946.98,10289.78,11084.41,7669.58,6263.35,6502.69,8783.97,7445.24,7165.71,8302.32,1259.61,1426.88,1450.256,1228.247,2138.312,2214.374,1490.259,1257.707,1215.346
8/13/2013,19229.84,10528.32,11407.71,7739.42,6250.76,6549.87,8924.48,7564.79,7162.11,8330.53,1315.82,1455.98,1474.875,1231.092,2140.751,2274.352,1511.849,1284.127,1243.834
8/14/2013,19367.59,10879.52,11435.55,7677.35,6432.57,6559.77,8912.01,7540.49,7363.22,8571.57,1345.43,1460.39,1488.885,1258.867,2197.845,2274.473,1543.338,1285.485,1257.874
8/15/2013,19367.59,10879.52,11435.55,7677.35,6432.57,6559.77,8912.01,7540.49,7363.22,8571.57,1345.43,1460.39,1488.885,1258.867,2197.845,2274.473,1543.338,1285.485,1257.874
8/16/2013,18598.18,10619.73,10800.62,7295.22,5893.26,6315.99,8778.12,7369.12,6953.89,8161.23,1263.77,1394.73,1435.505,1207.553,2095.727,2156.342,1488.142,1245.991,1204.628
8/19/2013,18307.52,10287.6,10433.14,7155.75,5772.47,6189.64,8566.19,7395.56,7077.9,8048.84,1260.51,1387.89,1409.791,1207.316,2067.114,2100.718,1452.909,1195.649,1202.326
8/20/2013,18246.04,10055.58,10511.3,7118.89,5568.05,6188.75,8434.64,7302.11,7420.4,8069.22,1291.84,1384.45,1396.338,1231.453,2076.153,2104.993,1433.197,1199.804,1200.32
8/21/2013,17905.91,9899.37,10562.4,6963.8,5609.45,6005.2,8225.35,7202.68,7150.99,7785.17,1248.67,1359.78,1379.34,1192.694,2001.86,2119.068,1405.852,1135.94,1178.072
8/22/2013,18312.94,10096.13,10588.81,7090.7,5656.78,6100.55,8430.13,7378.84,7739.26,8062.8,1240.05,1382.73,1389.345,1250.781,2073.67,2121.26,1432.839,1182.029,1198.008
8/23/2013,18519.44,10248.18,10791.32,7235.68,5744.39,6145.99,8473.95,7466.34,7816.7,8191.04,1223.57,1397.65,1397.049,1254.022,2107.301,2152.156,1461.515,1157.471,1203.892
8/26/2013,18558.13,10247.83,10678.66,7325.85,5741.58,6170.57,8561.09,7536.12,7898.57,8155.92,1235.64,1419.5,1407.664,1267.652,2102.477,2137.907,1468.979,1159.158,1209.86
8/27/2013,17968.08,9982.64,10108.72,6980.68,5601.29,5995.3,8394.13,7550.45,7620.41,7958.35,1186.88,1355.43,1368.703,1233.893,2047.261,2014.095,1416.61,1114.235,1165.02
8/28/2013,17996.15,9991.62,9979.36,6943.55,5434.77,5965.52,8473.42,7747.35,7763.33,7869.51,1170.21,1361.69,1347.74,1237.769,2026.59,1977.014,1418.794,1092.55,1164.9
8/29/2013,18401.04,10201.61,10142.98,7096.23,5510.98,6099.23,8605.44,7822.4,7947.85,8094.62,1174.45,1387.02,1372.389,1259.507,2080.185,2026.578,1446.853,1140.382,1184.344
8/30/2013,18619.72,10202.17,10304.35,7085.17,5615.79,6188.69,8739.55,7937.53,7784.89,8149.41,1173.67,1386.6,1383.788,1254.223,2091.57,2061.894,1438.298,1144.914,1187.463
9/2/2013,18886.13,10238.98,10397.96,7158.6,5714.9,6379.65,8811.5,7953.95,8031.08,8357.15,1208.84,1400.67,1398.642,1277.398,2145.666,2088.886,1452.429,1154.527,1200.231
9/3/2013,18234.66,10081.59,9871.35,6899.32,5451.59,6139.91,8622.86,7838.56,7808.76,8053.67,1155.75,1360.21,1358.606,1243.588,2070.312,1992.712,1414.612,1102.072,1168.597
9/4/2013,18567.55,10330.56,10077.34,6999.33,5501.72,6153.32,8842.21,8007.84,8023.59,8221.93,1151.03,1387.03,1372.524,1268.206,2114.066,2027.77,1442.965,1149.719,1182.041
9/5/2013,18979.76,10418.55,11014.99,7242.6,5751.63,6312.31,8828.94,7783.15,8116.96,8388.21,1213.29,1411.16,1394.77,1278.04,2167.564,2179.885,1478.756,1150.236,1192.628
9/6/2013,19270.06,10416.32,11333.44,7443.02,5713.41,6332.67,8924.71,7784.96,8148.09,8572.54,1211.18,1436.55,1399.713,1295.244,2210.144,2233.38,1503.217,1199.848,1208.474
9/9/2013,19270.06,10416.32,11333.44,7443.02,5713.41,6332.67,8924.71,7784.96,8148.09,8572.54,1211.18,1436.55,1399.713,1295.244,2210.144,2233.38,1503.217,1199.848,1208.474
9/10/2013,19997.09,11039.56,11584.44,7852.22,5987.6,6657.57,9039.15,7954.58,8354.74,8696.94,1242.43,1480.29,1449.261,1332.454,2246.045,2300.197,1582.957,1276.878,1237.415
9/11/2013,19997.45,11048.77,11792.88,7960.13,5948.55,6591.45,9146.36,7940.73,8633.02,8678.21,1276.43,1487.57,1466.179,1359.609,2242.918,2335.508,1591.836,1274.509,1241.994
9/12/2013,19781.88,10849.63,11574.12,7860.65,5839.16,6610.73,9135.24,7849.88,8414.31,8532.56,1283.35,1478.14,1450.015,1340.499,2201.036,2306.103,1569.786,1252.115,1249.125
9/13/2013,19732.76,10943.28,11589.03,8039.1,5749.11,6549.09,9151.05,7745.86,8459.09,8581.52,1318.32,1514.63,1463.993,1343.816,2215.414,2307.626,1593.524,1247.167,1272.638
9/16/2013,19742.47,10985.18,11804.26,7958.34,5723.37,6570.72,8938.77,7605.45,8370,8550.02,1292.45,1508.86,1465.014,1332.722,2205.729,2335.787,1581.149,1268.935,1275.39
9/17/2013,19804.03,11065.81,11709.39,7905.68,5680.66,6607.98,8916.14,7755.22,8440.4,8506.66,1281.21,1496.38,1467.499,1340.051,2194.78,2315.904,1579.683,1268.985,1266.664
9/18/2013,19962.16,11067.25,11892.04,7946.71,5705.63,6697.52,8984.57,7766.53,8441.58,8580.8,1307.19,1503.9,1473.995,1345.261,2214.696,2337.542,1585.232,1272.402,1278.687
9/19/2013,20646.64,11383.07,12697.83,8324.25,5798.81,6902.16,9098.86,7755.73,8761.99,8849.48,1377.05,1543.08,1517.416,1390.506,2278.409,2477.676,1646.557,1342.419,1312.622
9/20/2013,20263.71,11203.65,12166.86,8071.03,5819.07,6831.36,9113.78,7744.18,8659.64,8750.69,1287.12,1547.33,1504.07,1392.317,2250.971,2391.681,1609.28,1305.553,1322.593
9/23/2013,19900.96,11073.27,11630.57,7806.67,5956.27,6743.82,9048.21,7809.48,8658.67,8594.91,1231.38,1512.42,1491.917,1380.844,2215.581,2298.133,1574.533,1285.786,1296.302
9/24/2013,19920.21,11189.92,11597.92,7888.34,5969.75,6745.71,9068.28,7772.92,8572.06,8562.51,1227.56,1524.27,1502.067,1377.681,2203.307,2298.688,1584.704,1275.136,1306.728
9/25/2013,19856.24,11181.83,11489.42,8002.52,5948.81,6675.14,9176.66,7779.1,8672.77,8446.42,1220.71,1552.3,1496.354,1384.82,2173.864,2278.089,1602.531,1302.398,1318.325
9/26/2013,19893.85,11192.48,11494.65,8052.67,5890.02,6711.83,9244.05,7761.47,8720.76,8349.93,1213.23,1565,1493.882,1384.216,2156.624,2284.431,1612.588,1297.73,1317.46
9/27/2013,19727.27,11161.7,11284.26,7938.48,5828.61,6737.53,9238.61,7767.18,8580.67,8362.12,1195.32,1546.94,1490.454,1370.333,2161.241,2250.041,1597.421,1274.129,1308.413
9/30/2013,19379.77,10996.59,10964.19,7706.52,5773.02,6663.92,9233.86,7775.26,8371.23,8216.34,1170.33,1522.78,1471.489,1354.917,2117.495,2195.752,1564.518,1244.407,1296.714
10/1/2013,19517.15,11095.81,11257.05,7824.15,5809.29,6663.02,9263.82,7780.24,8346.1,8165.12,1201.82,1513.84,1482.439,1350.332,2107.081,2247.31,1579.417,1263.648,1283.054
10/2/2013,19517.15,11095.81,11257.05,7824.15,5809.29,6663.02,9263.82,7780.24,8346.1,8165.12,1201.82,1513.84,1482.439,1350.332,2107.081,2247.31,1579.417,1263.648,1283.054
10/3/2013,19902.07,11359.56,11640.51,8044.99,5891.96,6609.87,9348.67,7958.19,8675,8365.66,1225.74,1537.55,1514.701,1396.823,2157.692,2313.355,1616.583,1276.522,1302.864
10/4/2013,19915.95,11466.75,11611,8005.49,5912.77,6625.75,9343.56,7950.52,8729.94,8403.91,1245.95,1529.97,1522.896,1400.868,2171.011,2307.46,1619.661,1277.14,1295.955
10/7/2013,19895.1,11444.67,11475.79,7974.16,5895.75,6626.3,9419.38,8048.11,8809.6,8381.62,1242.01,1536.88,1525.893,1414.071,2159.869,2294.132,1616.941,1266.154,1298.886
10/8/2013,19983.61,11456.94,11552.85,8079.15,5932.97,6677.98,9435.86,8031.58,8739.11,8385.09,1261.54,1548.55,1524.417,1412.151,2159.58,2299.271,1629.52,1301.852,1312.718
10/9/2013,20249.26,11520.22,11770.5,8229.56,5911.67,6711.78,9604.06,8148.05,8807.51,8502.73,1315.39,1572.91,1535.295,1424.41,2189.002,2339.667,1651.505,1311.995,1328.747
10/10/2013,20272.91,11744.17,11725.04,8244.55,5914.6,6712.93,9648.21,8185.28,8850.53,8494.98,1319.35,1577.73,1543.548,1433.263,2188.05,2338.235,1677.348,1307.969,1332.002
10/11/2013,20528.59,11959.46,12087.53,8472.56,5875.93,6656.88,9548.68,8433.4,8718.47,8525.42,1354.47,1560.36,1553.184,1422.914,2188.028,2385.531,1715.325,1313.512,1319.291
10/14/2013,20607.54,12013.45,12154.35,8436.84,5864.52,6623.63,9516.61,8620.94,8662.89,8554.95,1349.79,1560.9,1548.825,1423.766,2199.213,2394.566,1720.703,1313.432,1318.985
10/15/2013,20547.62,11941.51,11839.74,8373.68,5794.17,6627.51,9469.81,8666.59,8741.39,8521.51,1328.22,1550.05,1540.111,1426.021,2191.502,2345.575,1709.515,1324.575,1306.499
10/16/2013,20547.62,11941.51,11839.74,8373.68,5794.17,6627.51,9469.81,8666.59,8741.39,8521.51,1328.22,1550.05,1540.111,1426.021,2191.502,2345.575,1709.515,1324.575,1306.499
10/17/2013,20415.51,11797.95,11791.18,8181.16,5893.21,6697.72,9418.94,8362.63,8728.27,8637.51,1316.27,1543.06,1546.907,1423.745,2221.064,2331.784,1677.513,1341.417,1300.671
10/18/2013,20882.89,11930.36,12254.23,8428.72,5920.31,6813.01,9509.48,8454.28,9017.87,8815.88,1353.31,1569.35,1562.575,1454.96,2267.647,2410.241,1714.958,1361.235,1318.903
10/21/2013,20893.89,12017.91,12327.26,8781.49,5930.01,6745.16,9525.99,8413.94,9174.48,8872.89,1393.36,1586.5,1586.219,1471.822,2282.938,2427.586,1755.045,1353.05,1331.961
10/22/2013,20864.97,11950.09,12350.3,8878.31,5878.54,6746.93,9546.27,8458.35,9184.74,8847.61,1390.31,1614.03,1583.916,1471.593,2278.386,2426.102,1765.637,1353.217,1356.762
10/23/2013,20767.88,11862.87,12419.69,8929.59,5902.37,6763.66,9481.37,8383.53,9143.46,8770.26,1370.01,1593.37,1578.502,1469.084,2251.368,2431.373,1760.933,1336.79,1351.489
10/24/2013,20725.43,11935.8,12460.81,9032.12,5931.29,6768.64,9435.98,8243.75,9086.3,8735.46,1354.69,1575.28,1577.373,1467.222,2235.8,2439.573,1775.404,1333.554,1340.769
10/25/2013,20683.52,11794.35,12445.26,8886.59,5945.84,6704.6,9362.13,8366.44,8975.44,8692.63,1323.91,1567.66,1565.456,1453.849,2227.139,2432.254,1751.018,1309.529,1333.741
10/28/2013,20570.28,11790.02,12296.14,8973.81,6022.53,6556,9288.62,8339.89,8828.86,8719.88,1296.06,1549.4,1553.162,1434.841,2231.969,2414.693,1755.599,1289.487,1319.505
10/29/2013,20929.01,12077.03,12831.06,9077.73,6118.47,6602.88,9412.02,8377.17,9016.18,8808.41,1327.65,1574.59,1592.298,1464.834,2256.404,2501.144,1775.733,1296.385,1338.986
10/30/2013,21033.97,12071.3,12838.79,9084.89,6143.5,6671.36,9517.71,8386.52,9019.7,8809.24,1333.93,1582.62,1598.654,1463.808,2257.436,2509.576,1776.976,1341.933,1340.762
10/31/2013,21164.52,12074.9,13086.92,9151.96,6306.53,6675.45,9424.04,8400.79,9176.11,8936.11,1343.47,1604.33,1608.204,1480.625,2288.761,2553.127,1786.811,1364.917,1357.887
11/1/2013,21196.81,12230.53,13276.15,9264.51,6260.76,6625.65,9451.64,8360.75,9305.59,8890.62,1378.59,1608.75,1625.384,1491.788,2281.217,2591.447,1806.397,1370.366,1358.515
11/4/2013,21239.36,12322.43,13259.96,9273.37,6286.35,6625.65,9451.64,8360.75,9350.33,8930.28,1383.83,1616.16,1625.384,1491.788,2281.217,2591.447,1806.397,1370.366,1358.515
11/5/2013,20974.79,12286.85,13137.69,9202.59,6221.71,6499.72,9398.61,8286.62,9348.93,8896.27,1387.61,1616.2,1633.732,1498.98,2287.044,2582.828,1826.953,1341.743,1367.31
11/6/2013,20894.94,12207.83,12891.62,9153.18,6085.27,6460.48,9485.96,8404.4,9226.66,8819.26,1362.57,1636.11,1623.867,1482.269,2269.854,2542.1,1817.136,1339.064,1388.2
11/7/2013,20822.77,12084.02,12619.29,9024.97,5947.51,6445.48,9486.89,8504.15,9285.63,8715.85,1326.88,1603.91,1611.824,1484.717,2244.357,2497.005,1786.182,1309.932,1366.936
11/8/2013,20666.15,12029.24,12458.95,9128.93,5825.97,6418.69,9524.57,8496.78,9318.23,8612.03,1343.67,1613.76,1600.038,1484.145,2215.553,2459.3,1799.948,1301.775,1372.865
11/11/2013,20490.96,11874.36,12281.42,8907.33,5760.36,6336.74,9563.87,8512.15,9202.44,8489.88,1305.86,1589.37,1590.1,1465.571,2184.29,2428.725,1768.085,1282.879,1355.087
11/12/2013,20281.91,11682.5,12082.21,8771.46,5724.1,6366.01,9563.55,8464.58,9037.16,8391.84,1290.24,1561.63,1579.004,1446.237,2158.867,2396.685,1726.529,1264.369,1334.482
11/13/2013,20194.4,11736.94,12006.98,8719.82,5736.96,6314.83,9535.23,8410.69,9054.67,8344.42,1275.53,1555.55,1573.591,1446.818,2149.526,2380.449,1727.067,1265.157,1321.647
11/14/2013,20399.42,12079,12326.33,8883.75,5752.11,6333.55,9511.92,8405.53,9182.17,8398.1,1304.57,1582.46,1590.378,1468.236,2159.189,2430.989,1778.547,1294.198,1337.979
11/15/2013,20399.42,12079,12326.33,8883.75,5752.11,6333.55,9511.92,8405.53,9182.17,8398.1,1304.57,1582.46,1590.378,1468.236,2159.189,2430.989,1778.547,1294.198,1337.979
11/18/2013,20850.74,12222.75,12714.81,9167.4,5797.76,6481.41,9566.01,8515.23,9263.82,8594.68,1335.97,1609.79,1607.794,1487.06,2207.672,2500.408,1816.811,1314.724,1354.027
11/19/2013,20890.82,12253.85,12758.87,9284.52,5757.91,6452.49,9554.78,8536.69,9282.49,8604.82,1356.11,1606.9,1617.2,1488.18,2207.885,2508.332,1828.299,1334.088,1353.368
11/20/2013,20635.13,12103.28,12533.94,9175.66,5663.94,6404.73,9478.13,8454.63,9297.62,8505.82,1350.18,1602.3,1598.86,1485.026,2186.146,2471.46,1811.82,1312.163,1348.451
11/21/2013,20229.05,11986.6,12222.07,8957.88,5585.62,6291.65,9362.3,8317.18,9131,8361.57,1319.3,1569.24,1576.813,1458.268,2148.779,2406.573,1778.115,1292.693,1323.029
11/22/2013,20217.39,11841.63,12201.99,9065.85,5622.04,6257.64,9373.5,8321.04,9097.83,8419.65,1309.98,1569.32,1571.337,1454.627,2159.923,2412.092,1778.634,1286.494,1323.889
11/25/2013,20605.08,12084.58,12645.09,9412.33,5661.5,6381.33,9429.18,8319.17,9193.55,8565.01,1339.82,1597.41,1592.318,1476.036,2197.884,2485.802,1834.008,1288.676,1333.67
11/26/2013,20425.02,12144.35,12453.33,9442.79,5611.11,6319.74,9374.38,8296.04,9126.63,8459.92,1327.53,1603.22,1584.52,1469.999,2169.076,2452.139,1832.711,1271.528,1327.575
11/27/2013,20420.26,12262.48,12442.61,9463.11,5687.73,6373.87,9332.18,8244.67,9161.15,8467.99,1317.32,1589.09,1586.648,1474.734,2171.8,2449.954,1842.49,1262.578,1319.756
11/28/2013,20534.91,12306.41,12455.21,9644.45,5714.99,6375.49,9365.81,8283.82,9248.1,8543.01,1335.76,1610.84,1603.356,1489.521,2191.764,2455.69,1868.777,1265.972,1330.033
