Start Date,1/1/2000,,,,,,,,,,,,,,,,,,
End Date,12/1/2017,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,SENSEX Index,BSEAUTO Index,BANKEX Index,BSETCG Index,BSETCD Index,SPBSCGIP Index,SPBSHLIP Index,SPBSITIP Index,BSEMETL Index,BSEOIL Index,BSEREAL Index,BSEPOWR Index,SPBSCDIP Index,SPBSBMIP Index,SPBSENIP Index,SPBSFIIP Index,SPBSIDIP Index,SPBSTLIP Index,SPBSUTIP Index
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
1/3/2000,5375.11,1384.78,#N/A N/A,1196.46,1526.33,#N/A N/A,#N/A N/A,#N/A N/A,1865.1,1487.62,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/4/2000,5491.01,1398.91,#N/A N/A,1179.47,1517.65,#N/A N/A,#N/A N/A,#N/A N/A,1854.09,1481.58,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/5/2000,5357,1392.58,#N/A N/A,1145.4,1470.09,#N/A N/A,#N/A N/A,#N/A N/A,1899.13,1494.55,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/6/2000,5421.53,1435.42,#N/A N/A,1174.28,1531.15,#N/A N/A,#N/A N/A,#N/A N/A,2006.98,1484.88,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/7/2000,5414.48,1432.15,#N/A N/A,1138.47,1497.4,#N/A N/A,#N/A N/A,#N/A N/A,2037.91,1459.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/10/2000,5518.39,1488.67,#N/A N/A,1163.88,1547.76,#N/A N/A,#N/A N/A,#N/A N/A,2080.29,1482.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/11/2000,5296.3,1455.44,#N/A N/A,1121.89,1526.53,#N/A N/A,#N/A N/A,#N/A N/A,1977.46,1413.76,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/12/2000,5491.2,1454.14,#N/A N/A,1128.09,1505.8,#N/A N/A,#N/A N/A,#N/A N/A,1960.32,1445.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/13/2000,5444.82,1447.07,#N/A N/A,1106.29,1492.55,#N/A N/A,#N/A N/A,#N/A N/A,1920.13,1421.13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/14/2000,5471.27,1475.11,#N/A N/A,1109.2,1477.22,#N/A N/A,#N/A N/A,#N/A N/A,1897.45,1411.99,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/17/2000,5404.07,1536.7,#N/A N/A,1119.68,1504.45,#N/A N/A,#N/A N/A,#N/A N/A,1928.46,1415.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/18/2000,5464.51,1549.67,#N/A N/A,1124.96,1503.57,#N/A N/A,#N/A N/A,#N/A N/A,1937.36,1412.62,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/19/2000,5478.24,1542.78,#N/A N/A,1149.91,1541.16,#N/A N/A,#N/A N/A,#N/A N/A,1944.49,1388.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/20/2000,5355.8,1498.43,#N/A N/A,1129.06,1525.49,#N/A N/A,#N/A N/A,#N/A N/A,1950.72,1392.47,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/21/2000,5423.05,1476.02,#N/A N/A,1121.5,1545.54,#N/A N/A,#N/A N/A,#N/A N/A,1924.38,1392.05,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/24/2000,5458.06,1429.51,#N/A N/A,1096.84,1517.43,#N/A N/A,#N/A N/A,#N/A N/A,1855.2,1385.84,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/25/2000,5367.79,1395.44,#N/A N/A,1092.21,1508.92,#N/A N/A,#N/A N/A,#N/A N/A,1830.82,1363.91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/26/2000,5367.79,1395.44,#N/A N/A,1092.21,1508.92,#N/A N/A,#N/A N/A,#N/A N/A,1830.82,1363.91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/27/2000,5369.1,1367.25,#N/A N/A,1090.4,1521.51,#N/A N/A,#N/A N/A,#N/A N/A,1819.39,1397.84,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/28/2000,5335.8,1355.73,#N/A N/A,1075.23,1545.96,#N/A N/A,#N/A N/A,#N/A N/A,1768.04,1390.89,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/31/2000,5205.29,1341.65,#N/A N/A,1038.44,1506.24,#N/A N/A,#N/A N/A,#N/A N/A,1669.31,1392.79,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/2000,5215.54,1329.36,#N/A N/A,1062.19,1552.97,#N/A N/A,#N/A N/A,#N/A N/A,1674.43,1416.16,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/2/2000,5304.92,1334.06,#N/A N/A,1073.8,1586.22,#N/A N/A,#N/A N/A,#N/A N/A,1719.7,1447.52,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/3/2000,5340.19,1326.45,#N/A N/A,1075.14,1612.33,#N/A N/A,#N/A N/A,#N/A N/A,1753.51,1436,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/4/2000,5313.59,1304.02,#N/A N/A,1044.52,1603.43,#N/A N/A,#N/A N/A,#N/A N/A,1751.61,1419.28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/7/2000,5474,1308.13,#N/A N/A,1043.77,1651.89,#N/A N/A,#N/A N/A,#N/A N/A,1774.48,1448.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/8/2000,5610.56,1327.68,#N/A N/A,1035.65,1648.97,#N/A N/A,#N/A N/A,#N/A N/A,1737.36,1429.41,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/9/2000,5649.1,1301.76,#N/A N/A,1010.12,1630.53,#N/A N/A,#N/A N/A,#N/A N/A,1739.45,1416.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/10/2000,5789.04,1319.37,#N/A N/A,998.37,1641.48,#N/A N/A,#N/A N/A,#N/A N/A,1725.49,1416.91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/11/2000,5933.56,1302.03,#N/A N/A,987.73,1578.33,#N/A N/A,#N/A N/A,#N/A N/A,1715.6,1344.47,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/14/2000,5924.31,1281.34,#N/A N/A,977.91,1605.1,#N/A N/A,#N/A N/A,#N/A N/A,1682.68,1323.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/15/2000,5803.19,1251.74,#N/A N/A,958.76,1598.18,#N/A N/A,#N/A N/A,#N/A N/A,1673.15,1297.53,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/16/2000,5725.5,1221.62,#N/A N/A,949.97,1641.17,#N/A N/A,#N/A N/A,#N/A N/A,1704.58,1300.48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/17/2000,5835.15,1228.92,#N/A N/A,951.56,1737.3,#N/A N/A,#N/A N/A,#N/A N/A,1720.81,1311.04,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/18/2000,5721.65,1189.99,#N/A N/A,906.81,1705.6,#N/A N/A,#N/A N/A,#N/A N/A,1663.3,1263.43,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/21/2000,5876.89,1223.57,#N/A N/A,931.17,1769.09,#N/A N/A,#N/A N/A,#N/A N/A,1638.47,1272.62,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/22/2000,5883.33,1239.19,#N/A N/A,910.89,1736.44,#N/A N/A,#N/A N/A,#N/A N/A,1619.86,1247.35,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/23/2000,5642.46,1202.53,#N/A N/A,889.73,1666.68,#N/A N/A,#N/A N/A,#N/A N/A,1595.98,1245.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/24/2000,5810.17,1206.31,#N/A N/A,900.02,1649.34,#N/A N/A,#N/A N/A,#N/A N/A,1586.44,1223.92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/25/2000,5623.08,1168.79,#N/A N/A,869.99,1595.65,#N/A N/A,#N/A N/A,#N/A N/A,1539.85,1175.59,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/28/2000,5740.69,1193.36,#N/A N/A,905.23,1647.66,#N/A N/A,#N/A N/A,#N/A N/A,1634.19,1244.62,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/29/2000,5446.98,1143.79,#N/A N/A,872.5,1565.88,#N/A N/A,#N/A N/A,#N/A N/A,1552.47,1217.31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/2000,5642.12,1132.05,#N/A N/A,875.06,1634.59,#N/A N/A,#N/A N/A,#N/A N/A,1550.15,1250.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/2/2000,5528.31,1063.9,#N/A N/A,838.27,1604.47,#N/A N/A,#N/A N/A,#N/A N/A,1472.66,1172.24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/3/2000,5378.27,1004.65,#N/A N/A,784.84,1548.28,#N/A N/A,#N/A N/A,#N/A N/A,1362.4,1103.88,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/6/2000,5520.69,1026.89,#N/A N/A,794.22,1556.19,#N/A N/A,#N/A N/A,#N/A N/A,1359.46,1102.07,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/7/2000,5589.85,1000.81,#N/A N/A,769.72,1502.91,#N/A N/A,#N/A N/A,#N/A N/A,1293.26,1055.63,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/8/2000,5511.42,968.35,#N/A N/A,753.4,1418.67,#N/A N/A,#N/A N/A,#N/A N/A,1253.29,1030.46,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/9/2000,5328.79,961.09,#N/A N/A,730,1319.61,#N/A N/A,#N/A N/A,#N/A N/A,1256.29,1044.14,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/10/2000,5301.78,962.58,#N/A N/A,720.38,1246.39,#N/A N/A,#N/A N/A,#N/A N/A,1255.15,1018.86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/13/2000,5129.22,970.12,#N/A N/A,718.95,1201.86,#N/A N/A,#N/A N/A,#N/A N/A,1249.11,998.94,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/14/2000,5175.71,983.72,#N/A N/A,735.21,1231.92,#N/A N/A,#N/A N/A,#N/A N/A,1258.09,1051.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/15/2000,5249.76,979.42,#N/A N/A,748.61,1263.8,#N/A N/A,#N/A N/A,#N/A N/A,1313.59,1088.94,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/16/2000,5102.41,976.18,#N/A N/A,728.2,1218.75,#N/A N/A,#N/A N/A,#N/A N/A,1337.65,1029.45,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/17/2000,5102.41,976.18,#N/A N/A,728.2,1218.75,#N/A N/A,#N/A N/A,#N/A N/A,1337.65,1029.45,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/20/2000,5102.41,976.18,#N/A N/A,728.2,1218.75,#N/A N/A,#N/A N/A,#N/A N/A,1337.65,1029.45,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/21/2000,5133.24,1027.84,#N/A N/A,744.51,1210.01,#N/A N/A,#N/A N/A,#N/A N/A,1330.83,1029.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/22/2000,5201.87,1079.11,#N/A N/A,749.49,1217.28,#N/A N/A,#N/A N/A,#N/A N/A,1346.04,1048.86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/23/2000,5115.02,1063.72,#N/A N/A,725.15,1175.44,#N/A N/A,#N/A N/A,#N/A N/A,1335.3,1054.79,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/24/2000,5141.42,1038.83,#N/A N/A,714.26,1166.23,#N/A N/A,#N/A N/A,#N/A N/A,1370.06,1046.19,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/27/2000,5146.3,1051.02,#N/A N/A,729.15,1190.64,#N/A N/A,#N/A N/A,#N/A N/A,1379.04,1061.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/28/2000,5156.12,1052.23,#N/A N/A,736.01,1224.91,#N/A N/A,#N/A N/A,#N/A N/A,1347.58,1062,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/29/2000,5102.46,1050.28,#N/A N/A,728.89,1222.42,#N/A N/A,#N/A N/A,#N/A N/A,1345.52,1055.77,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/30/2000,5041.08,1015.38,#N/A N/A,713.33,1190.89,#N/A N/A,#N/A N/A,#N/A N/A,1363.29,1048.72,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/31/2000,5001.28,1040.17,#N/A N/A,717.39,1191.21,#N/A N/A,#N/A N/A,#N/A N/A,1391.06,1063.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/3/2000,5052.94,1037.41,#N/A N/A,738.35,1194.31,#N/A N/A,#N/A N/A,#N/A N/A,1394.59,1090.46,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/4/2000,4691.46,995.17,#N/A N/A,702.67,1110.65,#N/A N/A,#N/A N/A,#N/A N/A,1292.29,1041.17,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/5/2000,4757.06,1003.16,#N/A N/A,710.07,1101.58,#N/A N/A,#N/A N/A,#N/A N/A,1326.76,1019.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/6/2000,4866.73,997.36,#N/A N/A,694.36,1067.84,#N/A N/A,#N/A N/A,#N/A N/A,1319.81,1014.05,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/7/2000,5219.2,1048.44,#N/A N/A,728.11,1142.07,#N/A N/A,#N/A N/A,#N/A N/A,1407.83,1057.03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/10/2000,5442.86,1077.15,#N/A N/A,751.94,1174.08,#N/A N/A,#N/A N/A,#N/A N/A,1406.38,1065.73,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/11/2000,5541.54,1056.37,#N/A N/A,749.98,1165.28,#N/A N/A,#N/A N/A,#N/A N/A,1415.66,1058.12,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/12/2000,5426.82,1032.11,#N/A N/A,745.45,1168.4,#N/A N/A,#N/A N/A,#N/A N/A,1411.05,1037.92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/13/2000,5172.13,1017.11,#N/A N/A,731.88,1121.48,#N/A N/A,#N/A N/A,#N/A N/A,1379.71,1014.77,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/14/2000,5172.13,1017.11,#N/A N/A,731.88,1121.48,#N/A N/A,#N/A N/A,#N/A N/A,1379.71,1014.77,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/17/2000,4880.71,986.63,#N/A N/A,715.96,1100.64,#N/A N/A,#N/A N/A,#N/A N/A,1338.5,969.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/18/2000,4745.47,985.17,#N/A N/A,706.66,1101.16,#N/A N/A,#N/A N/A,#N/A N/A,1328.92,956.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/19/2000,4665.81,975.45,#N/A N/A,689.49,1082.54,#N/A N/A,#N/A N/A,#N/A N/A,1309.39,935.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/20/2000,4657.42,967.46,#N/A N/A,673.06,1054.85,#N/A N/A,#N/A N/A,#N/A N/A,1305.08,926.95,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/21/2000,4657.42,967.46,#N/A N/A,673.06,1054.85,#N/A N/A,#N/A N/A,#N/A N/A,1305.08,926.95,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/24/2000,4511.05,959.29,#N/A N/A,658.5,1040.07,#N/A N/A,#N/A N/A,#N/A N/A,1267.63,917.06,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/25/2000,4533.99,955.04,#N/A N/A,653.03,1008.39,#N/A N/A,#N/A N/A,#N/A N/A,1246.97,907.52,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/26/2000,4792.95,987.98,#N/A N/A,681.38,1051.84,#N/A N/A,#N/A N/A,#N/A N/A,1310.47,945.93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/27/2000,4679.63,964.61,#N/A N/A,668.42,1015.7,#N/A N/A,#N/A N/A,#N/A N/A,1273.15,926.66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/28/2000,4657.55,952.19,#N/A N/A,663.22,975,#N/A N/A,#N/A N/A,#N/A N/A,1261.14,910.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/2000,4657.55,952.19,#N/A N/A,663.22,975,#N/A N/A,#N/A N/A,#N/A N/A,1261.14,910.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/2/2000,4372.22,938.29,#N/A N/A,649,928.8,#N/A N/A,#N/A N/A,#N/A N/A,1236.05,878.34,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/3/2000,4335.29,923.47,#N/A N/A,657.08,920.14,#N/A N/A,#N/A N/A,#N/A N/A,1238.55,876.61,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/4/2000,4553.92,938.47,#N/A N/A,667.86,940.81,#N/A N/A,#N/A N/A,#N/A N/A,1247.15,891.95,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/5/2000,4693.88,975.89,#N/A N/A,682.11,945.61,#N/A N/A,#N/A N/A,#N/A N/A,1302.54,878.97,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/8/2000,4463.4,969.3,#N/A N/A,678.71,930.73,#N/A N/A,#N/A N/A,#N/A N/A,1299.57,851.78,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/9/2000,4578.49,963.77,#N/A N/A,678.71,921.5,#N/A N/A,#N/A N/A,#N/A N/A,1316.85,853.42,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/10/2000,4458.4,953.23,#N/A N/A,673.38,904.79,#N/A N/A,#N/A N/A,#N/A N/A,1306.3,858.94,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/11/2000,4251.36,918.88,#N/A N/A,659.99,869,#N/A N/A,#N/A N/A,#N/A N/A,1278.98,851.59,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/12/2000,4107.14,875.85,#N/A N/A,636.08,829.9,#N/A N/A,#N/A N/A,#N/A N/A,1257.07,842.03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/15/2000,4212.53,887.41,#N/A N/A,640.48,828.02,#N/A N/A,#N/A N/A,#N/A N/A,1267.09,852.54,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
