Date,Open,High,Low,Close
19-November-2010,15774.11,15871.61,15543.45,15625.49,
22-November-2010,15634.48,15731.34,15597.13,15672.28,
23-November-2010,15638.49,15664.42,15323.68,15624.49,
24-November-2010,15634.75,15655.32,15385.57,15434.69,
25-November-2010,15472.10,15476.32,14851.05,14990.06,
26-November-2010,15031.00,15117.04,14580.60,14806.12,
29-November-2010,14836.94,15027.80,14785.77,14989.05,
30-November-2010,14968.39,15088.80,14850.21,15055.04,
1-December-2010,15068.03,15561.46,15068.03,15489.09,
2-December-2010,15614.21,15723.02,15423.28,15449.01,
3-December-2010,15503.45,15515.73,15348.32,15426.60,
6-December-2010,15513.82,15676.39,15420.00,15451.46,
7-December-2010,15421.44,15539.69,15271.74,15464.04,
8-December-2010,15437.41,15457.47,15251.45,15294.20,
9-December-2010,15344.30,15371.81,14898.47,14961.02,
10-December-2010,14952.25,15212.23,14816.50,15053.93,
13-December-2010,15110.66,15341.78,15013.24,15306.54,
14-December-2010,15312.13,15472.23,15312.13,15449.14,
15-December-2010,15456.95,15524.98,15338.81,15376.92,
16-December-2010,15420.50,15420.50,15176.63,15333.01,
20-December-2010,15326.76,15459.71,15276.29,15312.64,
21-December-2010,15345.97,15424.26,15288.70,15320.99,
22-December-2010,15331.23,15403.53,15179.94,15227.00,
23-December-2010,15202.18,15273.95,15062.18,15093.12,
24-December-2010,15062.84,15221.66,15058.16,15195.57,
27-December-2010,15209.10,15373.51,15149.07,15184.74,
28-December-2010,15209.96,15225.56,15101.12,15142.69,
29-December-2010,15158.40,15240.87,15121.07,15223.49,
30-December-2010,15256.23,15362.17,15256.23,15346.18,
31-December-2010,15383.27,15547.01,15383.27,15415.08,
3-January-2011,15470.11,15532.22,15389.35,15483.23,
4-January-2011,15508.08,15551.53,15403.22,15446.19,
5-January-2011,15496.08,15544.85,15135.41,15198.77,
6-January-2011,15300.62,15300.62,14881.36,14912.81,
7-January-2011,14915.89,14915.89,14605.70,14681.68,
10-January-2011,14683.29,14683.29,14138.36,14165.33,
11-January-2011,14214.19,14332.31,14094.77,14196.83,
12-January-2011,14284.19,14328.58,13936.23,14171.52,
13-January-2011,14216.92,14304.65,14027.74,14084.25,
14-January-2011,14092.32,14127.51,13786.90,13818.04,
