Date,Open,High,Low,Close
31-October-2006,9156.43,9206.67,9006.42,9065.95,
1-November-2006,9126.68,9166.07,9081.79,9110.16,
2-November-2006,9142.27,9161.97,9038.29,9050.55,
3-November-2006,9088.57,9112.78,9012.33,9062.43,
6-November-2006,9082.96,9231.01,9066.93,9220.00,
7-November-2006,9284.05,9332.60,9191.02,9280.88,
8-November-2006,9319.29,9339.66,9065.44,9160.64,
9-November-2006,9190.34,9232.63,9094.43,9133.94,
10-November-2006,9188.33,9241.75,9174.21,9220.00,
13-November-2006,9193.00,9193.00,9083.52,9098.07,
14-November-2006,9115.54,9128.77,8949.14,8978.43,
15-November-2006,8999.54,9007.16,8918.23,8972.21,
16-November-2006,9046.69,9092.45,8910.97,8934.90,
17-November-2006,8982.53,8987.22,8734.54,8789.55,
20-November-2006,8722.97,8722.97,8508.83,8584.93,
21-November-2006,8618.52,8802.49,8618.52,8784.13,
22-November-2006,8849.85,8878.19,8779.40,8841.00,
23-November-2006,8991.96,8991.96,8843.47,8894.81,
24-November-2006,8918.53,9052.47,8884.15,9015.39,
27-November-2006,9056.34,9136.16,9049.69,9069.04,
28-November-2006,9011.87,9011.87,8885.49,8921.50,
29-November-2006,8954.03,9038.92,8954.03,8981.10,
30-November-2006,9025.07,9042.13,8863.37,8879.95,
1-December-2006,8918.45,8952.39,8898.79,8913.33,
4-December-2006,8955.17,8995.56,8900.65,8967.97,
5-December-2006,9038.96,9167.36,8986.95,9148.25,
6-December-2006,9179.27,9280.61,9073.04,9143.94,
7-December-2006,9161.26,9230.16,9125.62,9201.12,
8-December-2006,9203.80,9226.78,8982.61,9041.19,
11-December-2006,9003.96,9009.00,8519.82,8679.74,
12-December-2006,8667.62,8794.73,8181.18,8341.30,
13-December-2006,8372.50,8440.24,8194.45,8385.45,
14-December-2006,8426.07,8517.00,8399.84,8468.78,
15-December-2006,8531.31,8812.79,8531.31,8802.53,
18-December-2006,8847.87,8853.36,8637.72,8806.26,
19-December-2006,8824.40,8883.05,8539.42,8605.41,
20-December-2006,8662.25,8793.18,8518.15,8644.17,
21-December-2006,8671.64,8756.83,8568.64,8709.16,
22-December-2006,8724.77,8854.25,8703.81,8837.89,
26-December-2006,8870.03,8968.42,8858.85,8943.84,
27-December-2006,8966.37,9008.55,8946.96,8973.75,
28-December-2006,9002.84,9023.63,8941.81,8963.16,
29-December-2006,8989.13,9069.84,8989.13,9039.63,
2-January-2007,9063.25,9160.48,9008.50,9122.01,
3-January-2007,9124.61,9167.87,9045.95,9123.59,
4-January-2007,9151.81,9151.81,8933.96,8966.93,
5-January-2007,8971.40,9009.32,8879.63,8979.85,
8-January-2007,8948.31,8948.31,8800.45,8814.53,
9-January-2007,8809.77,8894.23,8708.81,8775.22,
10-January-2007,8743.93,8805.20,8665.73,8677.63,
11-January-2007,8793.27,8861.82,8703.47,8844.96,
12-January-2007,8909.51,9046.29,8909.51,9029.89,
15-January-2007,9074.59,9287.31,9074.59,9271.41,
16-January-2007,9313.37,9329.19,9147.55,9162.74,
17-January-2007,9164.01,9301.27,9126.27,9135.00,
18-January-2007,9167.68,9201.48,9049.18,9069.53,
19-January-2007,9115.22,9115.22,8921.16,8972.95,
22-January-2007,9019.59,9047.84,8942.64,8982.52,
23-January-2007,9018.78,9018.78,8887.30,8897.65,
24-January-2007,8941.16,9276.03,8941.16,9228.90,
25-January-2007,9315.42,9661.04,9315.42,9625.45,
29-January-2007,9684.66,9827.46,9651.51,9759.61,
31-January-2007,9634.00,9671.72,9247.80,9283.17,
1-February-2007,9355.47,9464.17,9236.79,9435.96,
2-February-2007,9509.73,9577.47,9433.53,9457.29,
5-February-2007,9419.94,9425.31,9188.74,9345.74,
6-February-2007,9374.44,9437.10,9268.56,9283.77,
7-February-2007,9314.29,9495.13,9314.29,9426.33,
8-February-2007,9467.73,9467.73,9243.69,9275.10,
9-February-2007,9361.07,9361.07,9072.17,9114.05,
12-February-2007,9032.53,9032.53,8597.45,8616.43,
13-February-2007,8617.53,8688.30,8378.73,8485.49,
14-February-2007,8489.65,8653.81,8379.72,8617.98,
15-February-2007,8699.57,8901.42,8699.57,8876.23,
19-February-2007,8925.99,8969.85,8842.05,8906.67,
20-February-2007,8937.90,8968.76,8853.95,8865.00,
21-February-2007,8868.34,8978.92,8805.82,8950.28,
22-February-2007,8976.89,9031.05,8827.28,8875.47,
23-February-2007,8924.04,8977.93,8717.78,8798.93,
26-February-2007,8851.27,9022.83,8794.10,9000.54,
27-February-2007,9050.30,9115.23,8906.28,8927.98,
28-February-2007,8671.49,8830.21,8432.51,8513.55,
1-March-2007,8514.52,8626.36,8375.94,8526.13,
2-March-2007,8563.65,8741.19,8389.39,8423.10,
5-March-2007,8288.34,8288.34,7979.29,8036.49,
6-March-2007,8125.74,8197.57,7752.41,8002.12,
7-March-2007,8110.77,8122.14,7696.15,7776.16,
8-March-2007,7830.82,8186.44,7700.94,8132.68,
9-March-2007,8159.59,8265.02,8021.60,8092.09,
12-March-2007,8117.33,8230.89,8086.53,8141.08,
13-March-2007,8181.32,8253.47,8138.41,8227.89,
14-March-2007,8114.30,8114.30,7962.67,8015.66,
15-March-2007,8081.37,8244.12,8081.37,8123.19,
16-March-2007,8158.06,8210.99,7986.54,8071.82,
19-March-2007,8121.29,8155.43,8050.12,8094.36,
20-March-2007,8131.53,8219.37,8119.05,8137.55,
21-March-2007,8171.36,8262.10,8125.06,8252.96,
22-March-2007,8323.91,8445.49,8323.91,8431.09,
23-March-2007,8465.21,8521.87,8375.11,8453.97,
