Date,Open,High,Low,Close
28-July-2015,10928.61,10963.66,10830.05,10851.48,
29-July-2015,10902.73,11048.60,10867.67,11011.75,
30-July-2015,11037.65,11068.62,10891.80,10927.18,
31-July-2015,10948.20,11097.51,10948.20,11072.67,
3-August-2015,11039.17,11103.43,10982.78,11013.86,
4-August-2015,11024.63,11033.79,10901.44,10948.64,
5-August-2015,10980.79,11157.65,10980.79,11143.00,
6-August-2015,11189.19,11284.93,11117.96,11173.11,
7-August-2015,11182.43,11223.38,11118.69,11168.66,
10-August-2015,11191.75,11269.32,11048.06,11122.79,
11-August-2015,11206.82,11327.67,11144.53,11276.07,
12-August-2015,11288.34,11604.62,11288.34,11568.32,
13-August-2015,11601.85,11680.21,11521.13,11560.61,
14-August-2015,11601.87,11710.85,11575.75,11621.55,
17-August-2015,11639.40,11650.17,11475.99,11583.73,
18-August-2015,11634.50,11855.85,11634.50,11770.62,
19-August-2015,11803.55,11927.51,11788.74,11855.09,
20-August-2015,11852.98,11852.98,11558.76,11585.44,
21-August-2015,11573.39,11682.56,11423.92,11627.77,
24-August-2015,11423.96,11423.96,10986.03,11049.52,
25-August-2015,11080.65,11232.37,10719.97,10996.84,
26-August-2015,11073.56,11155.60,10774.20,10891.70,
27-August-2015,11073.35,11107.74,10969.38,11021.63,
28-August-2015,11084.83,11268.28,11084.83,11188.64,
31-August-2015,11293.72,11296.39,11101.21,11161.34,
1-September-2015,11130.09,11288.24,10979.10,11046.99,
2-September-2015,11111.23,11306.21,11079.68,11183.90,
3-September-2015,11253.65,11285.51,11145.34,11232.76,
4-September-2015,11288.17,11291.64,10951.23,10970.02,
7-September-2015,10998.78,11019.51,10831.26,10864.29,
8-September-2015,10871.71,10979.45,10820.59,10910.41,
9-September-2015,11082.84,11159.94,10988.71,11061.61,
10-September-2015,11047.25,11050.89,10863.01,10979.71,
11-September-2015,11052.57,11139.51,10982.92,11027.58,
14-September-2015,11069.86,11112.24,11005.17,11097.51,
15-September-2015,11112.28,11136.42,11042.64,11100.91,
16-September-2015,11150.20,11203.70,11125.97,11151.16,
18-September-2015,11220.96,11312.64,11200.29,11229.08,
21-September-2015,11219.77,11252.11,11163.52,11229.94,
22-September-2015,11291.22,11453.79,11145.32,11205.69,
23-September-2015,11219.73,11311.02,11138.84,11245.98,
24-September-2015,11227.06,11502.07,11222.50,11472.99,
28-September-2015,11481.80,11527.23,11306.91,11328.70,
29-September-2015,11273.00,11473.63,11229.25,11371.73,
30-September-2015,11483.37,11602.90,11424.81,11577.86,
1-October-2015,11558.56,11673.41,11498.57,11550.61,
5-October-2015,11585.58,11752.40,11560.35,11698.02,
6-October-2015,11751.90,11774.56,11533.33,11559.54,
7-October-2015,11576.81,11614.45,11350.15,11371.05,
8-October-2015,11423.09,11485.54,11307.14,11348.95,
9-October-2015,11410.92,11547.02,11376.55,11520.30,
12-October-2015,11740.81,11804.93,11219.57,11280.57,
13-October-2015,11229.26,11262.11,11086.48,11164.50,
14-October-2015,11076.94,11138.68,10998.00,11017.42,
15-October-2015,11058.04,11083.86,10980.58,11002.47,
16-October-2015,11066.63,11073.21,10973.46,11003.90,
19-October-2015,11022.56,11151.81,11015.47,11125.58,
20-October-2015,11141.15,11257.53,11141.15,11236.56,
21-October-2015,11251.12,11333.11,11247.21,11284.36,
23-October-2015,11318.90,11353.68,11237.42,11324.90,
26-October-2015,11344.61,11387.25,11300.99,11351.58,
27-October-2015,11348.49,11375.57,11315.97,11349.39,
28-October-2015,11338.05,11433.31,11290.92,11389.90,
29-October-2015,11386.61,11416.62,11293.02,11324.60,
30-October-2015,11324.10,11337.15,11234.73,11263.78,
2-November-2015,11244.88,11309.08,11171.97,11290.53,
3-November-2015,11327.80,11415.74,11327.75,11393.69,
4-November-2015,11444.36,11473.64,11302.94,11328.62,
5-November-2015,11355.26,11359.94,11163.62,11190.52,
6-November-2015,11202.68,11311.25,11197.47,11279.58,
9-November-2015,11151.80,11246.08,11109.84,11229.63,
10-November-2015,11230.61,11230.61,11002.12,11030.09,
11-November-2015,11087.27,11117.24,11047.67,11069.00,
13-November-2015,11023.39,11023.39,10846.76,10923.16,
16-November-2015,10856.26,10892.83,10724.29,10817.18,
17-November-2015,10836.71,10850.77,10722.11,10781.49,
18-November-2015,10712.86,10717.75,10494.22,10534.25,
19-November-2015,10613.93,10755.93,10593.89,10728.43,
20-November-2015,10740.58,10879.77,10729.31,10802.01,
23-November-2015,10827.03,10879.82,10750.93,10812.84,
24-November-2015,10780.22,10809.09,10723.01,10740.96,
26-November-2015,10749.43,10818.34,10721.67,10754.90,
27-November-2015,10745.07,10852.28,10727.76,10834.23,
30-November-2015,10859.65,11030.44,10802.83,10950.02,
1-December-2015,10959.47,11019.66,10920.93,10943.04,
2-December-2015,10982.75,10986.45,10836.09,10849.09,
3-December-2015,10868.47,10876.22,10775.94,10792.02,
4-December-2015,10766.92,10772.83,10665.50,10694.50,
